name,AltLastName,AltMiddleName,AltFirstName,Maiden Name,Title,Birth Date,DoB Source,DoB Source URL,Death Date,DoD (P570) Source,DoD Source URL,Marriage Date,P26+P2562 Source,P26+P2562 Source URL,Source for Dates,Place of Birth (P19),PoB Source,PoB Source URL,Place of Death,Place of Death Source,Place of Death Source URL,Place of Residence,Place of Residence Source,Place of Residence Source URL,Source for Places,Occupation,Occupation Source,Occupation Source URL,Gender,LOD - WikiData,DoB Source LCCN,DoB Source Alt_LCCN,DoB Source OCLC,DoB Source Alt_OCLC,DoD (P570) Source LCCN,DoD (P570) Source Alt_LCCN,DoD (P570) Source OCLC,DoD (P570) Source Alt_OCLC,P26+P2562 Source LCCN,P26+P2562 Source Alt_LCCN,P26+P2562 Source OCLC,P26+P2562 Source Alt_OCLC,Source for Dates LCCN,Source for Dates Alt_LCCN,Source for Dates OCLC,Source for Dates Alt_OCLC,PoB Source LCCN,PoB Source Alt_LCCN,PoB Source OCLC,PoB Source Alt_OCLC,Place of Death Source LCCN,Place of Death Source Alt_LCCN,Place of Death Source OCLC,Place of Death Source Alt_OCLC,Place of Residence Source LCCN,Place of Residence Source Alt_LCCN,Place of Residence Source OCLC,Place of Residence Source Alt_OCLC,Source for Places LCCN,Source for Places Alt_LCCN,Source for Places OCLC,Source for Places Alt_OCLC,Occupation Source LCCN,Occupation Source Alt_LCCN,Occupation Source OCLC,Occupation Source Alt_OCLC
"Rodman, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roelofs, Jan",Roeloffs; Rouliff; Raelofs,,John,,,,,,,,,,,,,,,,,,,,,,15935,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,[],,,,
"Rogers, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rooleeuw, Anthony",Roleeuw; Roole; Rollo,,Antoni; Antonius; Teunis,,,,,,,,,,,,,,,,,,,"Amsterdam, Netherlands",,,,Deacon; Textile merchant,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rooleeuw, Jacob",Roleeuw; Roole; Rollo,,Jakop; Jakop; Jacop,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roosen, Gerrit",Rosen; Rooszen; Reusen; Roos; Rose; Rozen,,Gerrett; Geret; Gerard; Gerart; Gerhard,,,1612-03-08,,,1711-11-20 00:00:00,,,1640,,,,"Altona, Germany",,,"Altona, Germany",,,"Blömken Street, Hamburg, Germany",,,,Businessman; Deacon; Preacher; Elder,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rookby, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roper, Richard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roscoe, Robert",Roscowe; Roscow,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rothwell, Ann",Rothel; Roswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rothwell, William",Rothel; Roswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rous, Abraham",Rouse; Roos; Rowse; Rowe; Roosen,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rous, Jane",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rowland, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rowles, Francis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rump, Lodewijk",Romp; Rumpf; Rumpold; Rumpel,,Lodewyk; Ludwig; Lewis; Louis,,,,,,1743-01-01 00:00:00,,,,,,,,,,"Elbing, Poland",,,"Elbing, Poland",,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Runckel, Johann Ludwig",Runkel; Runchel; Runkle,,Johan; Johannes; Jan; John,,Secretary,,,,,,,,,,,,,,,,,"Schaffhausen, Switzerland; Bern, Switzerland",,,,Ambassador,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rupp, Christian",Rup; Rump; Ropp; Ruppe; Rupe; Rumpf; Ruppel; Ruff,,Kristian; Christiaan; Christe,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rupp, Hans",Rup; Rump; Ropp; Ruppe; Rupe; Rumpf; Ruppel,,Hannes; Hanß,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rupp, Hendrick",Rup; Rump; Ropp; Ruppe; Rupe; Rumpf; Ruppel,,Heinrich; Henrik; Heinrig; Henrick; Henrich; Hendrik,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rupp, Tieleman",Rup; Rump; Ropp; Ruppe; Rupe; Rumpf; Ruppel,,Thielman; Thiellman; Tealman; Tielman,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rush, Isaac",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rushton, James",,,,,,,,,,,,,,,,,,,,,,,,,15975,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,[],,,,
"Rutgers, David",Rogers; Ruggers; Ruttgersz; van Rozenburg,,,,Jonkheer,1629,,,1706-01-01 00:00:00,,,,,,,"Amsterdam, Netherlands",,,"Amsterdam, Netherlands",,,"Amsterdam, Netherlands",,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rutgers, David Iv",Rogers; Ruggers; Ruttgersz; van Rozenburg,,,,Jonkheer,1658,,,1731-01-01 00:00:00,,,,,,,"Amsterdam, Netherlands",,,"Amsterdam, Netherlands",,,"Amsterdam, Netherlands",,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ryland, Ann",,,Anne,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sachsen, Johann Georg Iii. Kurfürsten Von",,,,,Kurfürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saldenus, Hendrik",Saldus; Saltus; Saldenas; Saldenis; Saldennis,,Heinrich; Henrik; Heinrig; Henrick; Henrich; Hendrig,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salthouse, Robert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samways, Edward",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sanders, Charles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sandilands, Robert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sawrey, John",,,,,Justice,,,,,,,,,,,,,,,,,Plumpton Hall,,,,Judge,,,Male,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scafe, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schaefer, Petter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schäfer, Petter Hendrichson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schar, Barbra",Shar; Schaar; Scara; Schär,,Babe; Barbara; Bab,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schelling, Iellemer Siewerts Van Der",Schilling; Scellinc; Shelling; Shiling,,Elmer; Elemer; Illmer; Ailmar; Illemar,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schijn, Herman",Schyn; Shin; Shyn,,Hermannus; Hermanus; Harmannus; Hermanicus; Harman; Harmenn,,Doctor,1662-08-03,,,1727-11-25 00:00:00,,,,,,,"Amsterdam, Netherlands",,,"Amsterdam, Netherlands",,,"Amsterdam, Netherlands; Leiden, Netherlands; Utrecht, Netherlands; Rotterdam, Netherlands",,,,Doctor; Deacon; Preacher; Elder,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schilling, 1697",,,,,,before 1697-00-00,,https://archiv.francke-halle.de/hzeig.FAU?sid=FA21C6ED13&dm=1&dokref=1&indx=%23F211%23&auft=Schilling%2C+1697,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schmettau, Baron Wolfgang Von",Schmettow; Shmettau; Schmittou,,Wulfgang; Volfgang; Vulfgang,,Baron,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schmidt, Lucas",Schmitt; Shmidt; Smidt; Smitt; Schmied; Smith; Smet,,Lukas; Luca; Luka; Lucaz; Lukaz; Loukas; Lukasz,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schmutz, Christian",Shmutz; Schmutsz; Smuz,,Kristian; Christiaan; Christe,,,1799-10-19 00:00:00,,,1873-11-18 00:00:00,,,,,,,"Rappenau, Baden, Germany",,,,,,"Baden, Germany",,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schneblÿ, Hans Jacob",Schnebelij; Schnaebeli; Schnebeli; Schnebely; Snavely; Schneblij; Shneblÿ,Jakob,Hannes; Hanß; Jacob; Jakob,,,,,,,,,,,,,,,,,,,"Mannheim, Germany",,,,Preacher,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scholtens, Harm",Scholte; Schultens; Schultensz; Sholtens; Shultsz,,Harme; Harmon; Harmen; Harms,,,1703-05-02 00:00:00,,,1774-01-01 00:00:00,,,,,,,,,,,,,"Groningen, Netherlands",,,,Minister; Elder,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schwester Frau Telgin,",,,,,,before 1691-00-00,,https://archiv.francke-halle.de/hzeig.FAU?sid=FA21C6ED24&dm=1&dokref=1&indx=%23F211%23&auft=Telge%2C+1691,,,,,,,,,,,,,,"Quedlinburg, Saxony-Anhalt, Germany",,https://archiv.francke-halle.de/hzeig.FAU?sid=FA21C6ED24&dm=1&dokref=1&indx=%23F211%23&auft=Telge%2C+1691,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scott, John",Seotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seager, John",Saygor; Sayger; Sagor,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Searson, Edward",Sarson,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seckendorff, Veit Ludwig Von, Lütkens, Franz Julius, Dieskau, Karl Von",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seddon, Ann",Seden,,Anne,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seddon, Henry",Seden,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seddon, Peter",Seden,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seddon, Thomas",Seden,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Settle, James",,,,,Captain,,,,,,,,,,,,,,,,,,,,,sea captain,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seyler, Ully",Seijler; Sailer; Sieler; Syler,,Ulrich; Ulrig; Uli; Ulij; Uly,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shakerley, Geoffrey",,,,,Justice; Governor,,,,,,,,,,,,,,,,,,,,,justice of the peace; governor of Chester Castle,"Early Stages of Quaker Movement in Lancashire, 58.",,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,[]
"Sharkey, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sharp, George",Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shaw, Anthony",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shaw, George",Shawe,,,,,,,,,,,,,,,,,,,,,"Bickerstaffe, Lancashire, England",,,"James Murphy, ""The Old Quaker Meeting House in Hackins Hey, Liverpool,"" 1954",,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,[],,,,
"Shaw, Thomas",,,,,Priest,,,,,,,,,,,,,,,,,,,,,Priest,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelson, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shield, Constant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shippen, Edward",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Siddall, Richard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Simcock, John",Symcock,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sintern, Isack Von",Syntern; Synturn; Sijntern; Sijnturn; Sinturn,,Isaak; Izaak; Izzak; Issak; Isaac; Izaac,,,,,,,,,,,,,,,,,,,"Altona, Germany; Germanton, Pennsylvania",,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Slare, 1711",,,,,,before 1711-00-00,,https://archiv.francke-halle.de/hzeig.FAU?sid=FA21C6ED34&dm=1&dokref=1&indx=%23F211%23&auft=Slare%2C+1711,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sluim, Maarten",Slim; Slym; Sluin; Slin; Slyn; Slijm,,Martin; Marten,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith, …, Widow",,,,,Widow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith, Ann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith, Ralph",Smyth,,,,,,,,1685-05-05 00:00:00,,https://www.familysearch.org/ark:/61903/3:1:3QS7-899B-LK2Z?i=97&wc=9PMD-7MS%3A268497401%2C270900701&cc=1999196&lang=en,,,,,[England],"The History of Bucks County, Pennsylvania: From the Discovery of the Delaware to the Present Time",,"Bucks County, Pennsylvania","Pennsylvania Probate Records, 1683-1994",,"Pennsbury, Pennsylvania","The History of Bucks County, Pennsylvania: From the Discovery of the Delaware to the Present Time",,,Carpenter (Gardener),Acounts of Goods at Pennsbury,,Male,,,,,,,,,,,,,,,,,,,[],1011555483.0,['14578216'],,[],,[],,[],1011555483.0,['14578216'],,,,,,,,
"Smith, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soos, Anthony De",Zoos; Sooz; Zeus; Soós,,Antony; Antoni; Antonius; Teunis,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sotcher, John",,,,,,1675,,,1729-01-19 00:00:00,,,,,,,,,,,,,,,,,steward,x,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Southeby, William",Southersby; Sothersby,,,,,,,,,,,,,,,,,,,,,moved from MD to DE in 1684 and then PA in 1685,,,https://www.thirdhaven.org/his.html,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spener, Philip Jakob",,Jacob,Philipp; Philippo,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spice, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sprögel, Ludwig Christian",,,,,,1683-01-01 00:00:00,,https://de.wikipedia.org/wiki/Johann_Heinrich_Spr%C3%B6gel#Familie,1729-01-01 00:00:00,,https://de.wikipedia.org/wiki/Johann_Heinrich_Spr%C3%B6gel#Familie,,,,,,,,"Philadelphia, Pennsylvania",,https://de.wikipedia.org/wiki/Johann_Heinrich_Spr%C3%B6gel#Familie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spronssen, Jan",Spronsen; Sproston; Sprostune; Sprownssen; Spronszen,,John; Johan; Johannes,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spruijt, David",Spryte; Sprite; Spruyt; Sprout,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stacy, Thomas",Stacey; Stacie,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Standish, Francis",,,Frances,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Staples, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Starke, John",Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Staufer, Christian",Stauffer; Stauf; Staufen; Staupa; Stouffer; Stover,,Kristian; Christiaan; Christe,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stauffer, Hans",Staufer; Stauf; Staufen; Staupa; Stouffer; Stover,,Hannes; Hanß,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stauffer, Ulrich",Staufer; Stauf; Staufen; Staupa; Stouffer; Stover,,Ully; Ulrig; Uli; Ulij; Uly; Ulrik,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Steijn, Jan Van",Stein; Styn; Steyn; Styne; Stain; Steen,,John; Johan; Johannes,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Steiner, Christian",Stein; Styner; Steyner; Steyner; Stainer; Steener; Steijner,,Christiaan; Kristian; Christe,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stinstra, Simon Johannes",Stienstra; Steenstra; Stijnstra; Stainstra; Stinster,,Symon; Szymon; Sijmon; Szijmon; Szymon; Simone,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stoddard, Captain Amor",Stoddart; Stodart,,Amos,,Captain,,,,1670,The Journal of George Fox-Penney p. 431,https://archive.org/details/agv9012.0001.001.umich.edu/page/n3/mode/2up,,,,,,,,,,,,,,,,,,Male,,,,,,,[],,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stöcken, J. H. Von",Stoecken,,,,,1701-01-01 00:00:00,,https://archiv.francke-halle.de/hzeig.FAU?sid=FA21C6ED54&dm=1&dokref=1&indx=%23F211%23&auft=St%F6cken%2C+J.+H.+von,,,,,,,,,,,,,,,,,,pastor,,https://archiv.francke-halle.de/hzeig.FAU?sid=FA21C6ED54&dm=1&dokref=1&indx=%23F211%23&auft=St%F6cken%2C+J.+H.+von,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stornszedissel, Claas",Stormszediesel,,Niclaus; Klas; Clas; Klaes; Klaessen; Klassen; Klasen; Claes; Claus; Klaus,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Storrs, William",Stors; Storr,,Will,,,1638-07-30,"Nottinghamshire, England, Church of England Baptisms, Marriages and Burials, 1538-1812",,,,,1669-07-14,"England & Wales, Society Of Friends (Quaker) Marriages 1578-1841",,,,,,,,,"Chesterfield, Derbyshire, England",The Storrs Family-Storrs p. 39,https://archive.org/details/storrsfamilygene00stor/page/38/mode/2up,,Shopkeeper,"Establishment of the Meeting for Sufferings of London Yearly Meeting, 1676 in JFHS Vol. 21 No. 1-4",https://journals.sas.ac.uk/fhs/article/view/3850/3802,Male,,,[],,[],,,,,,[],,[],,,,,,,,,,,,,,[],,[],,,,,,[],,[]
"Stout, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Strauß, George",Strauss,,,,,before 1736-00-00,,https://archiv.francke-halle.de/hzeig.FAU?sid=FA21C6ED61&dm=1&dokref=1&indx=%23F211%23&auft=Strau%DF%2C+George,after 1756-00-00,,https://archiv.francke-halle.de/hzeig.FAU?sid=FA21C6ED61&dm=1&dokref=1&indx=%23F211%23&auft=Strau%DF%2C+George,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Strettell, Mary",,,,,,,,,,,,,,,,,,,,,,,,,15851,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,[],,,,
"Stumph, Nicolaas",Stump; Stumf; Stumpf,,Niclaus; Klas; Clas; Klaes; Klaessen; Klassen; Klasen; Claes; Claus; Klaus,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Suderman, Willem",Southernman; Suddermann; Sudermann; Soderman,,William; Wilem; Wiliam,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sutton, Richard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Swift, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sybrands, Johan",Sysberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sykes, James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sykes, Richard",,,,,,,,,,,,,,,,,,,,,,,,,Manchester - 15778; 15785,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,[],,,,
"Syler, Ully",Seijler; Sailer; Sieler; Seyler,,Ulrich; Ulrig; Uli; Ulij; Uly,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Symonds, Michael",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sysberts, Jacob",Sybrands,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Talbot, Edward",Talbott ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanges, S.J.V.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tatham, John", Gray; Grey,,,,,1642,,https://www.jstor.org/stable/20089205,1700-07-01 00:00:00,Inventories of the Estate of John and Elizabeth Tatham,,,,,,"Yorkshire, England",,https://www.jstor.org/stable/20089205,"Burlington, New Jersey",Inventories of the Estate of John and Elizabeth Tatham,,"Burlington, New Jersey",,https://www.jstor.org/stable/20089205,,Governor; merchant; religious leader,,https://www.jstor.org/stable/20089205,Male,,,,,,,[],,[],,,,,,,,,,,,,,[],,[],,,,,,,,,,,,
"Taylor, Christopher",Telor; Tyler; Tylor; Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taylor, George",,,,,,,,,,,,,,,,,,,,,,,,,,Shopowner,,,Male,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taylor, Hannah",Telor; Tyler; Tylor; Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
